0	0	0
0	0	0
0	0	0
0	0	0
11	0	4.87632e-05
11	1	4.87632e-05
11	2	4.87632e-05
11	3	4.87632e-05
11	4	4.87632e-05
11	5	4.87633e-05
11	6	4.87632e-05
11	7	4.87632e-05
11	8	4.87632e-05
11	9	4.87632e-05
11	10	4.87634e-05
10	0	0.000390242
10	1	0.000390242
10	2	0.000390242
10	3	0.000390242
10	4	0.000390242
10	5	0.000390242
10	6	0.000390242
10	7	0.000390242
10	8	0.000390242
10	9	0.000390242
0	0	0
0	0	0
9	0	1.28427e-05
9	1	1.28438e-05
9	2	1.28429e-05
9	3	1.28429e-05
9	4	1.28429e-05
9	5	1.28429e-05
9	6	1.28429e-05
9	7	1.28429e-05
9	8	1.28438e-05
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	0	1.80081e-05
4	1	1.80081e-05
4	2	1.80083e-05
4	3	1.80084e-05
0	0	0
9	0	8.44164e-05
9	1	8.44164e-05
9	2	8.44164e-05
9	3	8.44164e-05
9	4	8.44166e-05
9	5	8.44165e-05
9	6	8.44168e-05
9	7	8.44163e-05
9	8	8.44171e-05
7	0	2.46149e-05
7	1	2.4615e-05
7	2	2.4615e-05
7	3	2.46156e-05
7	4	2.46148e-05
7	5	2.46148e-05
7	6	2.46148e-05
0	0	0
0	0	0
26	0	0.000225469
26	1	0.000225469
26	2	0.000225469
26	3	0.000225469
26	4	0.000225469
26	5	0.000225469
26	6	0.000225469
26	7	0.000225469
26	8	0.000225469
26	9	0.000225469
26	10	0.000225469
26	11	0.000225469
26	12	0.000225469
26	13	0.000225469
26	14	0.000225469
26	15	0.000225469
26	16	0.000225469
26	17	0.000225469
26	18	0.000225469
26	19	0.000225469
26	20	0.000225469
26	21	0.000225469
26	22	0.000225469
26	23	0.000225469
26	24	0.000225469
26	25	0.000225469
0	0	0
15	0	0.00031155
15	1	0.00031155
15	2	0.00031155
15	3	0.00031155
15	4	0.00031155
15	5	0.00031155
15	6	0.00031155
15	7	0.00031155
15	8	0.00031155
15	9	0.00031155
15	10	0.00031155
15	11	0.00031155
15	12	0.00031155
15	13	0.00031155
15	14	0.00031155
