proton	1	0	127	neutronInelastic	-1458.9	-581.922	2448.61	0.584267
C14	1	0	127	neutronInelastic	-1458.9	-581.922	2448.61	0.0420706
alpha	1	0	79	neutronInelastic	-28.6406	516.383	1194.73	1.47232
gamma	1	0	79	neutronInelastic	-28.6406	516.383	1194.73	0.476542
Li7	1	0	79	neutronInelastic	-28.6406	516.383	1194.73	0.84164
proton	1	0	9	neutronInelastic	278.757	1600.86	1928.46	0.584272
C14	1	0	9	neutronInelastic	278.757	1600.86	1928.46	0.0420657
alpha	1	0	156	neutronInelastic	20.9281	352.608	1196.51	1.47246
gamma	1	0	156	neutronInelastic	20.9281	352.608	1196.51	0.476085
Li7	1	0	156	neutronInelastic	20.9281	352.608	1196.51	0.841961
alpha	1	0	106	neutronInelastic	132.321	298.277	1196.75	1.47237
gamma	1	0	106	neutronInelastic	132.321	298.277	1196.75	0.477602
Li7	1	0	106	neutronInelastic	132.321	298.277	1196.75	0.837895
gamma	1	0	106	neutronInelastic	132.321	298.277	1196.75	0.00131939
gamma	1	0	106	neutronInelastic	132.321	298.277	1196.75	0.00131939
alpha	1	0	146	neutronInelastic	365.136	464.568	1185.37	1.47231
gamma	1	0	146	neutronInelastic	365.136	464.568	1185.37	0.477602
Li7	1	0	146	neutronInelastic	365.136	464.568	1185.37	0.834711
gamma	1	0	146	neutronInelastic	365.136	464.568	1185.37	0.00294239
gamma	1	0	146	neutronInelastic	365.136	464.568	1185.37	0.00294239
alpha	1	0	140	neutronInelastic	-165.449	395.693	1196.41	1.47259
gamma	1	0	140	neutronInelastic	-165.449	395.693	1196.41	0.477602
Li7	1	0	140	neutronInelastic	-165.449	395.693	1196.41	0.836582
gamma	1	0	140	neutronInelastic	-165.449	395.693	1196.41	0.001868
gamma	1	0	140	neutronInelastic	-165.449	395.693	1196.41	0.001868
alpha	1	0	166	neutronInelastic	184.143	470.469	1195.35	1.47255
gamma	1	0	166	neutronInelastic	184.143	470.469	1195.35	0.475538
Li7	1	0	166	neutronInelastic	184.143	470.469	1195.35	0.842411
proton	1	0	24	neutronInelastic	1572.32	27.3906	1538.46	0.584275
C14	1	0	24	neutronInelastic	1572.32	27.3906	1538.46	0.0420624
proton	1	0	16	neutronInelastic	-1715.51	586.131	2280.02	0.584245
C14	1	0	16	neutronInelastic	-1715.51	586.131	2280.02	0.0420926
alpha	1	0	48	neutronInelastic	185.913	571.808	1195.42	1.47225
gamma	1	0	48	neutronInelastic	185.913	571.808	1195.42	0.47556
Li7	1	0	48	neutronInelastic	185.913	571.808	1195.42	0.842687
proton	1	0	21	neutronInelastic	1351.67	-460.073	2778	0.58432
C14	1	0	21	neutronInelastic	1351.67	-460.073	2778	0.0420176
alpha	1	0	195	neutronInelastic	12.3503	652.401	1196.7	1.47226
gamma	1	0	195	neutronInelastic	12.3503	652.401	1196.7	0.473593
Li7	1	0	195	neutronInelastic	12.3503	652.401	1196.7	0.844613
proton	1	0	20	neutronInelastic	-2392.51	-78.4394	1717.92	0.584255
C14	1	0	20	neutronInelastic	-2392.51	-78.4394	1717.92	0.0420824
alpha	1	0	51	neutronInelastic	126.916	612.423	1196.93	1.47242
gamma	1	0	51	neutronInelastic	126.916	612.423	1196.93	0.477602
Li7	1	0	51	neutronInelastic	126.916	612.423	1196.93	0.834298
gamma	1	0	51	neutronInelastic	126.916	612.423	1196.93	0.00309265
gamma	1	0	51	neutronInelastic	126.916	612.423	1196.93	0.00309265
alpha	1	0	86	neutronInelastic	165.502	550.687	1191.57	1.47246
gamma	1	0	86	neutronInelastic	165.502	550.687	1191.57	0.477602
Li7	1	0	86	neutronInelastic	165.502	550.687	1191.57	0.836426
gamma	1	0	86	neutronInelastic	165.502	550.687	1191.57	0.00200803
gamma	1	0	86	neutronInelastic	165.502	550.687	1191.57	0.00200803
alpha	1	0	206	neutronInelastic	91.1405	488.374	1196.7	1.4721
gamma	1	0	206	neutronInelastic	91.1405	488.374	1196.7	0.474357
Li7	1	0	206	neutronInelastic	91.1405	488.374	1196.7	0.844029
proton	1	0	7	neutronInelastic	-0.578385	326.561	2005.98	0.584263
C14	1	0	7	neutronInelastic	-0.578385	326.561	2005.98	0.0420753
alpha	1	0	134	neutronInelastic	-132.65	599.547	1194.83	1.4724
gamma	1	0	134	neutronInelastic	-132.65	599.547	1194.83	0.47551
Li7	1	0	134	neutronInelastic	-132.65	599.547	1194.83	0.842591
proton	1	0	10	neutronInelastic	-921.767	634.709	2567.6	0.584279
C14	1	0	10	neutronInelastic	-921.767	634.709	2567.6	0.0420587
alpha	1	0	112	neutronInelastic	21.0705	447.687	1195.88	1.47244
gamma	1	0	112	neutronInelastic	21.0705	447.687	1195.88	0.473514
Li7	1	0	112	neutronInelastic	21.0705	447.687	1195.88	0.844518
alpha	1	0	321	neutronInelastic	14.0665	577.262	1195.23	1.47206
gamma	1	0	321	neutronInelastic	14.0665	577.262	1195.23	0.471416
Li7	1	0	321	neutronInelastic	14.0665	577.262	1195.23	0.846947
